global_index,entity,label
196,Sénégal,LOC
196,France,LOC
196,Nigeria,LOC
196,Côte d'Ivoire,LOC
196,HEC,ORG
196,Nelly Chatue-Diop,PER
196,Ejara,ORG
196,S erge Boupda,ORG
196,Diool,MISC
196,Cameroun,LOC
196,HEC,ORG
196,Izicare,LOC
196,HD Rain,LOC
196,Stand Up,MISC
196,Stand Up,MISC
196,France,LOC
196,DOM-TOM,MISC
196,Italie,LOC
196,Côte d'Ivoire,LOC
196,Crédit photo,ORG
196,Nathalie Oundjian,PER
196,Philippe Oster,PER
196,Directeur des Affaires Internationales,MISC
196,Direction générale | Relations Publiques & Médias | Développement International | Talent,ORG
197,RECUEILLIS,ORG
197,AMADOU,MISC
197,FALL :,MISC
197,BAL,MISC
197,Afrique,LOC
197,Johannesburg,LOC
197,NBA Africa Games,MISC
197,NBA,ORG
197,Afrique,LOC
197,Hakeem Olajuwon,PER
197,Dikembe Mutombo,PER
197,l'Afrique,LOC
197,A.G.F.,MISC
197,Nike,ORG
197,Wilson,PER
197,New Fortress Energy,MISC
197,ADS,ORG
197,AFD,ORG
197,Visit Rwanda,ORG
197,NBA,ORG
197,Dakar Arena,LOC
197,Sénégal,LOC
197,Kigali Arena,LOC
197,Rwanda,LOC
197,Kilamba Arena,LOC
197,Angola,LOC
197,Afrique,LOC
198,Afrique subsaharienne,LOC
198,BMD,MISC
198,BMD,MISC
198,BMD,MISC
198,Banque arabe pour le développement économique,ORG
198,Afrique,LOC
198,BADEA,ORG
198,Ligue des États arabes,ORG
198,Moody',ORG
198,BMD,MISC
198,BMD,MISC
198,BMD,MISC
198,BMD,MISC
198,BMD,MISC
198,BADEA,ORG
198,BADEA,ORG
198,Ligues des États arabes,ORG
198,BADEA 2030,ORG
198,Groupe des institutions de financement arabes,ORG
198,BADEA,ORG
198,l'Afrique subsaharienne,LOC
199,Wood & Timber Products Market,MISC
199,Décryptage,MISC
199,Marie-France Réveillard,PER
199,l'Afrique,LOC
199,l'Afrique,LOC
199,Organisation de coopération et de développement économiques,ORG
199,OCDE,ORG
199,Congo,LOC
199,Gabon,LOC
199,Cameroun,LOC
199,République démocratique du Congo,LOC
199,Centrafrique,LOC
199,République du Congo,LOC
199,Guinée équatoriale,LOC
200,l'Afrique,LOC
200,Elliott Brailly,PER
200,Estonien Markus Villig,PER
200,Bolt,LOC
200,Markus Villig,PER
201,Gagan Gupta,PER
201,l'Afrique,LOC
201,Arise,PER
201,Equitane et d'A2MP,MISC
201,État,LOC
201,Africains,LOC
201,Patrick Ndungidi Tôt,PER
201,Libreville,LOC
201,Gagan Gupta,PER
201,Corniche,LOC
202,Internet,MISC
202,Starlink,LOC
202,Afrique,LOC
202,SpaceX,ORG
202,Elon Musk,PER
202,Marie-France Réveillard,PER
202,Starlink,PER
202,Quels,LOC
202,Elon Musk,PER
202,Starlink,PER
202,Afrique,LOC
202,Lacina Koné,PER
202,Alliance Smart Africa1,ORG
202,SpaceX,ORG
202,Starlink,LOC
202,Low Earth Orbit,MISC
202,Elon Musk,PER
203,Olivia Yéré Daubrey,PER
203,Mariya,LOC
203,Halima,LOC
203,Fatima,LOC
203,Dangote,PER
203,Ibrahim Salifou,PER
203,Banque africaine de développement,ORG
203,Mariya,LOC
203,Halima,LOC
203,Fatima,LOC
203,Ibrahim Salifou,PER
203,Aînée,LOC
203,Mariya,LOC
203,Dangote Cement,PER
203,Nigéria,LOC
203,Dangote Sugar Refinery,PER
203,Coventry University,ORG
203,Dangote Cement,PER
203,Mariya,LOC
203,Dangote Cement,PER
203,Halima,PER
203,Dangote Industries,ORG
203,Dangote Cement,PER
203,The Africa,LOC
203,New York,LOC
203,Dangote Flour Mills,PER
203,Family Office,MISC
203,Dubaï,LOC
203,Dangote Women',MISC
203,Halima,PER
203,Dangote Industries,ORG
203,Fatima,LOC
203,Allied Industries,ORG
203,Nigéria,LOC
203,Backward Integration Programme,MISC
203,Dangote,PER
203,The Africa Report,MISC
203,CNN,ORG
203,Aliko Dangote,ORG
203,Fatima,LOC
203,Dangote,ORG
203,Nigéria,LOC
203,Journal of International Business Policy,ORG
203,World Economic,MISC
203,Dangote,ORG
203,dynastie Dantata,MISC
203,Alhaji Alhassan Dantata,PER
203,Mariya,LOC
203,Halima,LOC
203,Fatima,LOC
203,Nigéria,LOC
203,Afrique,LOC
204,Dounia Ben,PER
204,Éthiopie,LOC
204,Ethiopian Airlines,ORG
204,Group,LOC
204,Banque africaine de développement,ORG
204,BAD,ORG
204,aéroport international de Bishoftu,LOC
204,Addis-Abeba,LOC
204,Dubaï,LOC
204,Istanbul,LOC
204,Dubaï,LOC
204,Istanbul,LOC
204,Dr.,LOC
204,Akinwumi Adesina,PER
204,Banque africaine de développement,ORG
204,BAD,ORG
204,l'Afrique,LOC
204,Éthiopie,LOC
204,BAD,ORG
204,Agenda 2063,MISC
204,Union africaine,ORG
204,Marché,LOC
204,Ethiopian Airlines,ORG
204,Vision 2035,MISC
204,Ethiopian,ORG
204,Mesfin Tasew,PER
204,aéroport de Bishoftu,LOC
204,l'Afrique,LOC
204,Bishoftu,LOC
204,Abusera,ORG
204,Addis-Abeba,LOC
204,Bole,LOC
204,Bishoftu,LOC
204,Abeba,LOC
204,Union africaine,ORG
204,Kenya,LOC
204,Afrique du Sud,LOC
204,Maroc,LOC
204,Éthiopie,LOC
204,Éthiopie,LOC
204,Adesina,PER
204,projet de Bishoftu,MISC
204,BAD,ORG
204,Banque,ORG
204,Ethiopian Airlines,ORG
204,Éthiopie,LOC
204,Ethiopian Airlines,ORG
204,Yabello,LOC
205,Olivia Yéré Daubrey,PER
205,Envoyée Spéciale,PER
205,Washington,LOC
205,Kristalina Georgieva,PER
205,FMI,ORG
205,Perspectives,MISC
205,FMI,ORG
205,Banque mondiale,ORG
205,Pierre-Olivier Gourinchas,PER
205,FMI,ORG
205,Afrique subsaharienne,LOC
205,Selassie,LOC
205,Afrique,LOC
205,FMI,ORG
205,l'Afrique subsaharienne,LOC
205,Global Financial,MISC
205,FMI,ORG
205,Tobias Adrian,PER
205,FMI,ORG
205,Banque mondiale,ORG
205,Forbes,ORG
205,Afrique,LOC
205,FMI,ORG
205,SSA REO,MISC
205,Regional Economic Outlook for Sub-Saharan Africa,MISC
205,Perspectives,LOC
205,Afrique subsaharienne,LOC
205,Renforcer,PER
205,Afrique de l'Ouest,LOC
205,Centre,LOC
205,UEMOA,MISC
205,OCDE,ORG
205,États,LOC
205,UEMOA,MISC
205,OCDE,ORG
205,Côte d'Ivoire,LOC
205,FMI,ORG
205,Olaf Unteroberdoerster,PER
205,FMI,ORG
205,Abidjan,LOC
205,Forbes Afrique Nialé Kaba,LOC
205,Développement de Côte d'Ivoire,LOC
205,PND 2026-2030,ORG
205,Côte d'Ivoire,LOC
205,États-Unis,LOC
205,Côte d'Ivoire,LOC
205,G,LOC
205,Sénégal,LOC
205,Edward Gemayel,PER
205,FMI,ORG
205,Dakar,LOC
205,RNU,MISC
205,Registre National Unique,ORG
205,Era Dabla-Norris,PER
205,FMI,ORG
205,Davide Furceri,PER
205,FMI,ORG
205,Afrique,LOC
205,Banque centrale des États de l'Afrique de l'Ouest,ORG
205,BCEAO,ORG
205,mobile money,PER
205,Amadou,PER
205,FMI,ORG
205,Afrique,LOC
205,Abebe Selassie,PER
205,Afrique,LOC
205,FMI,ORG
205,Caucus africain – organe,ORG
205,Finances,MISC
205,FMI,ORG
205,Banque mondiale,ORG
205,Hervé Ndoba,PER
205,Caucus,LOC
205,Côte d'Ivoire,LOC
205,Olaf Unteroberdoerster,PER
205,Bénin,LOC
205,Garder,PER
205,Bénin,LOC
205,Côte d'Ivoire,LOC
205,Rwanda,LOC
205,Côte d'Ivoire,LOC
205,César Calderon,PER
205,Afrique,LOC
205,Banque mondiale,ORG
205,Forbes Afrique,LOC
205,Afrique francophone,LOC
205,Assemblées,LOC
205,l'Afrique,LOC
205,Poverty Reduction and Growth,ORG
205,PRGT,ORG
205,FMI,ORG
205,Resilience and,ORG
205,Trust 2,MISC
205,RST,MISC
205,FMI,ORG
205,PRGT,ORG
205,RST,MISC
205,Afrique,LOC
205,FMI,ORG
205,PRGT,ORG
205,RST,MISC
205,Afrique,LOC
205,Olaf Unteroberdoerster,PER
205,Côte d'Ivoire,LOC
205,Côte d'Ivoire,LOC
205,RST,ORG
205,FMI,ORG
205,Côte d'Ivoire,LOC
205,RST,ORG
205,Edward Gemayel,PER
205,FMI,ORG
205,Sénégal,LOC
205,Caucus africain,ORG
205,Tei Mensah,PER
205,Banque mondiale,ORG
205,Assemblées,LOC
205,l'Afrique,LOC
205,Séance plénière des Assembles,MISC
205,Ici 1,ORG
206,Africa Day,ORG
206,French-African Foundation,MISC
206,Quai d'Orsay,LOC
206,Afrique-France,LOC
206,Samuel Kipkemboi Mwangi,PER
206,rue Saint-Guillaume,LOC
206,Africa Day,ORG
206,Sciences Po Paris,ORG
206,French-African Foundation,LOC
206,AXIAN,ORG
206,Africa Day,ORG
206,Aliko Dangote,ORG
206,l'Afrique,LOC
207,Paris,LOC
207,Actualités,LOC
207,Forêt-Bois,LOC
207,Wood & Timber Products Market,MISC
207,Enquête,PER
207,L'Espoir,MISC
207,Abdoul Majidou,PER
207,MAJ‑Creativity,MISC
207,Nigériens,LOC
207,Quels,LOC
207,Gros,PER
207,Gabon,LOC
207,Afrique subsaharienne,LOC
207,Afrique centrale,LOC
207,Ressources naturelles,ORG
207,– Tourisme,MISC
207,Ghislain Moandza Mboma,PER
207,Directeur général de l'Agence nationale de la promotion des investissements,MISC
207,Seydou Kane,ORG
207,Consortium international des travaux publics,ORG
207,Gabon,LOC
207,Code culturel des affaires,MISC
207,Gabonais,LOC
207,Dossier : Mobilité,MISC
207,VTC,ORG
207,Uber,LOC
207,Yango,LOC
207,Gozem,LOC
207,Spiro,LOC
207,Gogo Electric,ORG
207,SolarTaxi,MISC
207,BasiGo,MISC
207,Bolat Abuov,LOC
207,Yango,LOC
207,Rahul Gaur,PER
207,Directeur général de Spiro,MISC
207,Afrique de l'Ouest,LOC
207,Omar Guiga,PER
207,PDG de Wallyscar,MISC
207,Afrique,LOC
207,Brandvoice,LOC
207,Comité national de télédétection,ORG
207,CNTIG,LOC
207,Édouard Fonh-Gbei,PER
207,Brandvoice,LOC
207,PORTEO BTP Gabon,ORG
207,Achetez,LOC
207,Boutique,LOC
207,Forbes,ORG
207,Afrique,LOC
207,Accédez,LOC
208,Seydou Kane,MISC
208,Gabon,LOC
208,Mali,LOC
208,président de la Fédération des entreprises du Gabon,PER
208,FEG,ORG
208,Gabon,LOC
209,Russie,LOC
209,Afrique,LOC
209,Chine,LOC
